표준코드,운용사코드,펀드명,운용사명,위험,6개월 수익률,1년 수익률,3년 수익률,유형,투자지역,설정액,설정일,보수관련정보(%),운용규모(백만원),수익률(%),자산구성_주식(%),자산구성_채권(%),자산구성_유동성(%),자산구성_기타(%),직업,학습,건강,관계,주거,사회참여,여가,재무
KR5101544009,A01001,한국투자퇴직연금롱텀밸류40증권자투자신탁 1(채권혼합),한국투자신탁운용,낮은위험,-.2427,12.2904,23.1923,혼합채권형,국내,1026.44,2006-02-28, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.21," [기준일자] 2021-11-12  (설정원본)           32,647   (순자산총액)           33,715", [기준일자] 2021-11-01  (1개월) -0.56     (6개월) -0.24     (1년) 12.29     (설정이후) 98.66,0,0,9.29,90.71,0,0,0,0,50,0,0,50
KR5105883411,A01005,삼성당신을위한신연금코리아증권전환형자투자신탁 1[채권],삼성자산운용,매우낮은위험,-.3689,-.3644,2.2657,채권형,국내,1014.18,2008-11-21, [기준일자] 2021-10-29  (보수) 0.57    (수수료) 0.00    (TER) 0.58    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)            8,736   (순자산총액)            8,860", [기준일자] 2021-11-01  (1개월) -0.21     (6개월) -0.37     (1년) -0.36     (설정이후) 29.12,0,0,4.51,95.49,0,0,0,0,50,0,0,50
K55223BD8446,A01031,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)(운용),케이비자산운용,매우높은위험,3.8997,22.5726,37.07,주식파생형,국내,1589.44,2016-05-17, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.03    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)           91,792   (순자산총액)          148,755", [기준일자] 2021-11-01  (1개월) -2.33     (6개월) 3.90     (1년) 22.57     (설정이후) 65.77,0,0,0.25,99.75,0,0,0,0,0,0,0,100
KR5105797835,A01005,삼성KODEX일본TOPIX100증권상장지수투자신탁[주식],삼성자산운용,다소높은위험,7.1658,22.0694,34.546,주식형,해외,17016.89,2008-02-19, [기준일자] 2021-10-29  (보수) 0.37    (수수료) 0.00    (TER) 0.47    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)           10,215   (순자산총액)           10,215", [기준일자] 2021-11-01  (1개월) -4.52     (6개월) 7.17     (1년) 22.07     (설정이후) 95.19,94.74,0,4.44,0.82,0,0,0,0,0,0,0,100
K55105CS1263,A01005,삼성KODEXTRF5050증권상장지수투자신탁[주식혼합-재간접형],삼성자산운용,다소높은위험,5.4022,18.0281,,재간접형,혼합,12590.9,2019-07-03, [기준일자] 2021-10-29  (보수) 0.17    (수수료) 0.00    (TER) 0.24    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           21,384   (순자산총액)           21,384", [기준일자] 2021-11-01  (1개월) 0.63     (6개월) 5.40     (1년) 18.03     (설정이후) 22.37,42.38,46.52,1.69,9.42,0,0,0,0,0,0,0,100
KR5301930776,A01048,미래에셋솔로몬중기증권투자신탁 1(채권),미래에셋자산운용,낮은위험,-.9826,-.3882,5.3298,채권형,국내,1016.31,2009-04-15, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.02," [기준일자] 2021-11-11  (설정원본)          557,374   (순자산총액)          566,468", [기준일자] 2021-11-01  (1개월) -0.81     (6개월) -0.98     (1년) -0.39     (설정이후) 48.95,0,92.71,25.07,-17.78,0,0,0,0,0,0,0,100
KR5321A57104,A01061,알파시나브로공모주증권투자신탁 1[주식혼합],알파자산운용,낮은위험,2.3462,12.1343,22.133,혼합주식형,국내,999.0,2011-11-11, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.16," [기준일자] 2021-11-12  (설정원본)          104,312   (순자산총액)          104,442", [기준일자] 2021-11-01  (1개월) -0.62     (6개월) 2.35     (1년) 12.13     (설정이후) 68.11,19.58,45.55,27.96,6.92,0,0,0,0,0,0,0,100
KR5207814017,A01015,교보악사파워브릭스증권자투자신탁 1(주식)(운용),교보악사자산운용,다소높은위험,-3.8562,5.2757,38.8208,주식형,해외,1305.98,2008-04-07, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.07    (매매중개수수료) 0.07," [기준일자] 2021-11-11  (설정원본)           13,495   (순자산총액)           17,624", [기준일자] 2021-11-01  (1개월) 1.94     (6개월) -3.86     (1년) 5.28     (설정이후) 55.37,0,0,0.06,99.94,0,0,0,0,0,0,0,100
KR5228AK7132,A01036,우리G알리안츠월지급인컴앤그로스증권자투자신탁[주식혼합_재간접형](H)운용,우리글로벌자산운용,다소높은위험,5.0118,22.538,51.0821,재간접형,해외,1040.56,2013-09-24, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           10,523   (순자산총액)           10,949", [기준일자] 2021-11-01  (1개월) 2.61     (6개월) 5.01     (1년) 22.54     (설정이후) 100.25,0,0,0.71,99.29,0,0,0,0,0,0,0,100
KR5210778050,A01018,신한브라질증권자투자신탁(H)[주식](종류),신한자산운용,매우높은위험,-17.4969,.792,-20.6124,주식형,해외,562.7,2008-01-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.75    (매매중개수수료) 0.42," [기준일자] 2021-11-11  (설정원본)            9,722   (순자산총액)            5,470", [기준일자] 2021-11-01  (1개월) -9.59     (6개월) -17.50     (1년) 0.79     (설정이후) -38.92,0,0,6.97,93.03,0,0,0,0,0,0,0,100
KR5105314904,A01005,삼성클래식연금증권전환형투자신탁 1[채권],삼성자산운용,낮은위험,-.7812,-.5052,4.4193,채권형,국내,999.3,2001-02-07, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           41,511   (순자산총액)           41,481", [기준일자] 2021-11-01  (1개월) -0.61     (6개월) -0.78     (1년) -0.51     (설정이후) 88.51,0,86.02,13.98,0,0,0,0,0,50,0,0,50
K55223CX6676,A01031,KB올에셋AI솔루션증권자투자신탁(혼합-재간접형)(UH)(운용),케이비자산운용,다소높은위험,7.6915,22.5013,,재간접형,해외,1203.49,2020-06-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.08," [기준일자] 2021-11-12  (설정원본)           29,663   (순자산총액)           35,735", [기준일자] 2021-11-01  (1개월) 1.52     (6개월) 7.69     (1년) 22.50     (설정이후) 20.51,0,0,2.58,97.42,0,0,0,0,0,0,0,100
K55213BG0095,A01021,한화ARIRANG고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형),한화자산운용,보통위험,.4381,15.0808,11.8821,혼합채권파생형,국내,11067.86,2016-08-10, [기준일자] 2021-10-29  (보수) 0.20    (수수료) 0.00    (TER) 0.26    (매매중개수수료) 0.01," [기준일자] 2021-11-12  (설정원본)           12,233   (순자산총액)           12,233", [기준일자] 2021-11-01  (1개월) -1.46     (6개월) 0.44     (1년) 15.08     (설정이후) 18.55,37.31,43.9,13.79,5,0,0,0,0,0,0,0,100
KR5363AA5596,A01068,트러스톤공모주알파증권투자신탁[채권혼합](운용),트러스톤자산운용,낮은위험,2.0891,11.6925,19.1988,혼합채권형,국내,1172.45,2012-06-11, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)          192,299   (순자산총액)          226,203", [기준일자] 2021-11-01  (1개월) -1.05     (6개월) 2.09     (1년) 11.69     (설정이후) 47.51,7.98,80.72,6.25,5.05,0,0,0,0,0,0,0,100
KR5234676157,A01042,IBK골드마이닝증권자투자신탁 1[주식],아이비케이자산운용,매우높은위험,-3.1503,-15.4394,68.5845,주식형,해외,1159.31,2007-04-13, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.03    (매매중개수수료) 0.04," [기준일자] 2021-11-11  (설정원본)           22,274   (순자산총액)           25,823", [기준일자] 2021-11-01  (1개월) 10.03     (6개월) -3.15     (1년) -15.44     (설정이후) 29.17,0,0,1.08,98.92,0,0,0,0,0,0,0,100
KR5209309677,A01017,신영신종개인연금 증권 전환형 투자신탁(채권),신영자산운용,매우낮은위험,-.8965,-.5995,2.6568,채권형,국내,1001.22,2000-11-08, [기준일자] 2021-10-29  (보수) 0.31    (수수료) 0.00    (TER) 0.32    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)            8,357   (순자산총액)            8,367", [기준일자] 2021-11-01  (1개월) -0.54     (6개월) -0.90     (1년) -0.60     (설정이후) 84.71,0,95.33,4.67,0,0,0,0,0,50,0,0,50
K55223BB7382,A01031,KB KBSTAR V&S셀렉트밸류채권혼합증권상장지수투자신탁(채권혼합),케이비자산운용,다소높은위험,-2.1055,13.6293,27.4996,혼합채권형,국내,12148.63,2016-04-11, [기준일자] 2021-10-29  (보수) 0.23    (수수료) 0.00    (TER) 0.42    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           14,627   (순자산총액)           14,627", [기준일자] 2021-11-01  (1개월) -1.78     (6개월) -2.11     (1년) 13.63     (설정이후) 26.84,36.75,46.66,5.76,10.83,0,0,0,0,0,0,0,100
K55101D86222,A01001,한국투자중국공모주투자증권자투자신탁UH(주식혼합),한국투자신탁운용,높은위험,7.4565,11.2421,,혼합주식형,해외,1094.48,2020-08-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.32    (매매중개수수료) 0.16," [기준일자] 2021-11-12  (설정원본)            7,777   (순자산총액)            8,499", [기준일자] 2021-11-01  (1개월) 0.08     (6개월) 7.46     (1년) 11.24     (설정이후) 9.64,0,0,2,98,0,0,0,0,0,0,0,100
KR5228AK7033,A01036,우리G알리안츠인컴앤그로스증권자투자신탁[주식혼합_재간접형](H)_운용,우리글로벌자산운용,다소높은위험,5.0155,22.4919,51.0077,재간접형,해외,1837.56,2013-09-24, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           10,176   (순자산총액)           18,699", [기준일자] 2021-11-01  (1개월) 2.62     (6개월) 5.02     (1년) 22.49     (설정이후) 100.21,0,0,0.36,99.64,0,0,0,0,0,0,0,100
K55105CK0701,A01005,삼성KODEX 모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H),삼성자산운용,다소높은위험,3.2457,12.9176,,재간접파생형,해외,10976.27,2019-06-03, [기준일자] 2021-10-29  (보수) 0.25    (수수료) 0.00    (TER) 0.45    (매매중개수수료) 0.17," [기준일자] 2021-11-12  (설정원본)            5,491   (순자산총액)            5,491", [기준일자] 2021-11-01  (1개월) 1.39     (6개월) 3.25     (1년) 12.92     (설정이후) 9.92,95.94,0,2.36,1.7,0,0,0,0,0,0,0,100
KR5105533750,A01005,삼성퇴직연금중기국공채증권자투자신탁[채권],삼성자산운용,낮은위험,-.8653,-.6025,4.2174,채권형,국내,1008.12,2006-01-03, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           23,050   (순자산총액)           23,237", [기준일자] 2021-11-01  (1개월) -0.78     (6개월) -0.87     (1년) -0.60     (설정이후) 64.15,0,0,1.56,98.44,0,0,0,0,50,0,0,50
K55301CO4875,A01048,미래에셋스마트알파플러스증권자투자신탁(채권혼합),미래에셋자산운용,다소높은위험,2.8729,10.8837,,혼합채권형,국내,1094.66,2019-05-20, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.07," [기준일자] 2021-11-12  (설정원본)           23,149   (순자산총액)           25,384", [기준일자] 2021-11-01  (1개월) 0.63     (6개월) 2.87     (1년) 10.88     (설정이후) 14.75,0,0,0.24,99.76,0,0,0,0,0,0,0,100
KR5230707220,A01038,슈로더라틴아메리카증권자투자신탁(주식-재간접형),슈로더투자신탁운용,매우높은위험,-9.2621,22.3563,.5221,재간접형,해외,791.3,2007-06-25, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           19,048   (순자산총액)           15,212", [기준일자] 2021-11-01  (1개월) -2.84     (6개월) -9.26     (1년) 22.36     (설정이후) -14.24,0,0,0.69,99.31,0,0,0,0,0,0,0,100
KR5105536225,A01005,삼성퇴직연금인덱스40증권자투자신탁 1[채권혼합],삼성자산운용,높은위험,-3.1835,10.5176,22.7637,혼합채권형,국내,1233.88,2006-01-02, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           83,756   (순자산총액)          103,767", [기준일자] 2021-11-01  (1개월) -1.62     (6개월) -3.18     (1년) 10.52     (설정이후) 110.97,0,0,4.37,95.63,0,0,0,0,50,0,0,50
KR5209314016,A01017,신영연금증권전환형투자신탁(채권),신영자산운용,매우낮은위험,-.9327,-.6374,2.7599,채권형,국내,999.32,2001-01-31, [기준일자] 2021-10-29  (보수) 0.31    (수수료) 0.00    (TER) 0.32    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           16,048   (순자산총액)           16,037", [기준일자] 2021-11-01  (1개월) -0.61     (6개월) -0.93     (1년) -0.64     (설정이후) 79.72,0,97.2,2.8,0,0,0,0,0,50,0,0,50
K55206C95495,A01014,키움키워드림TDF2025증권투자신탁 1[혼합-재간접형],키움투자자산운용,다소높은위험,5.0235,21.6931,38.3599,재간접형,해외,1282.02,2018-06-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.06," [기준일자] 2021-11-12  (설정원본)           26,175   (순자산총액)           33,560", [기준일자] 2021-11-01  (1개월) 2.44     (6개월) 5.02     (1년) 21.69     (설정이후) 31.60,0,0,11.17,88.83,0,0,0,0,0,0,0,100
K55105BZ3766,A01005,삼성KODEX 200미국채혼합증권상장지수투자신탁[채권혼합-파생형],삼성자산운용,보통위험,.0966,11.3978,34.3666,혼합채권파생형,해외,13032.57,2017-11-28, [기준일자] 2021-10-29  (보수) 0.35    (수수료) 0.00    (TER) 0.40    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)           15,679   (순자산총액)           15,679", [기준일자] 2021-11-01  (1개월) -2.33     (6개월) 0.10     (1년) 11.40     (설정이후) 24.41,63.11,27.96,6.09,2.85,0,0,0,0,0,0,0,100
K55301D46255,A01048,미래에셋글로벌투자적격채권증권자투자신탁(H)(채권),미래에셋자산운용,보통위험,-.8877,-1.2309,,채권형,해외,1003.2,2020-06-29, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.03    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           24,724   (순자산총액)           24,804", [기준일자] 2021-11-01  (1개월) 0.12     (6개월) -0.89     (1년) -1.23     (설정이후) 1.55,0,0,8.36,91.64,0,0,0,0,0,0,0,100
KR5103202150,A01021,한화개인연금혼합투자신탁 1,한화자산운용,다소높은위험,-4.4341,10.3351,24.365,혼합채권형,국내,949.58,1994-06-20, [기준일자] 2021-10-29  (보수) 0.72    (수수료) 0.00    (TER) 0.72    (매매중개수수료) 0.08," [기준일자] 2021-11-12  (설정원본)            8,333   (순자산총액)            7,953", [기준일자] 2021-11-01  (1개월) -2.51     (6개월) -4.43     (1년) 10.34     (설정이후) 234.74,0,0,1.72,98.28,0,0,0,0,50,0,0,50
K55105B99147,A01005,삼성KODEX배당성장채권혼합증권상장지수투자신탁[채권혼합],삼성자산운용,보통위험,-.827,9.6066,18.1067,혼합채권형,국내,11865.77,2016-01-26, [기준일자] 2021-10-29  (보수) 0.19    (수수료) 0.00    (TER) 0.23    (매매중개수수료) 0.03," [기준일자] 2021-11-12  (설정원본)           21,455   (순자산총액)           21,455", [기준일자] 2021-11-01  (1개월) -1.88     (6개월) -0.83     (1년) 9.61     (설정이후) 17.35,24.74,47.19,2.33,25.74,0,0,0,0,0,0,0,100
K55232CI3812,A01040,NH-Amundi하나로TDF2035증권투자신탁[주식혼합-재간접형],엔에이치아문디자산운용,다소높은위험,5.7635,21.5866,,재간접형,혼합,1308.16,2019-05-30, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.04," [기준일자] 2021-11-12  (설정원본)            6,800   (순자산총액)            8,909", [기준일자] 2021-11-01  (1개월) 1.46     (6개월) 5.76     (1년) 21.59     (설정이후) 30.02,0,0,6.42,93.58,0,0,0,0,0,0,0,100
KR5240AY4376,A01075,BNK튼튼배당30증권자투자신탁 1(채권혼합),비엔케이자산운용,낮은위험,-.9765,10.3073,19.9279,혼합채권형,국내,1157.14,2015-01-14, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)            8,671   (순자산총액)           10,072", [기준일자] 2021-11-01  (1개월) -0.97     (6개월) -0.98     (1년) 10.31     (설정이후) 32.12,0,0,8.97,91.03,0,0,0,0,0,0,0,100
K55301CM1188,A01048,미래에셋달러우량중장기채권증권자투자신탁(H)(채권),미래에셋자산운용,보통위험,.5976,-1.2519,,채권형,해외,1037.31,2019-03-26, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.03    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)            7,410   (순자산총액)            7,687", [기준일자] 2021-11-01  (1개월) -0.17     (6개월) 0.60     (1년) -1.25     (설정이후) 7.79,0,0,9.25,90.75,0,0,0,0,0,0,0,100
K55105CS1271,A01005,삼성KODEXTRF3070증권상장지수투자신탁[채권혼합],삼성자산운용,보통위험,2.1431,8.5044,,혼합채권형,혼합,11435.15,2019-07-03, [기준일자] 2021-10-29  (보수) 0.24    (수수료) 0.00    (TER) 0.30    (매매중개수수료) 0.03," [기준일자] 2021-11-12  (설정원본)          102,874   (순자산총액)          102,874", [기준일자] 2021-11-01  (1개월) -0.43     (6개월) 2.14     (1년) 8.50     (설정이후) 11.85,19.39,65.59,4.24,10.77,0,0,0,0,0,0,0,100
KR5301AS9825,A01048,미래에셋자산배분TDF2030증권자투자신탁(채권혼합-재간접형),미래에셋자산운용,다소높은위험,3.7914,21.4428,40.907,재간접형,혼합,1269.6,2014-06-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.06    (매매중개수수료) 0.22," [기준일자] 2021-11-12  (설정원본)           81,711   (순자산총액)          104,048", [기준일자] 2021-11-01  (1개월) 2.08     (6개월) 3.79     (1년) 21.44     (설정이후) 57.79,0,0,1.94,98.06,0,0,0,0,0,0,0,100
K55105BC8051,A01005,삼성한국형TDF2035증권투자신탁H[주식혼합-재간접형],삼성자산운용,다소높은위험,4.8149,20.8102,41.1891,재간접형,해외,1617.56,2016-04-21, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)          145,651   (순자산총액)          235,933", [기준일자] 2021-11-01  (1개월) 2.92     (6개월) 4.81     (1년) 20.81     (설정이후) 61.20,0,0,6.06,93.94,0,0,0,0,0,0,0,100
K55213C15119,A01021,한화법인전용글로벌증권자투자신탁(채권),한화자산운용,보통위험,.7986,-1.4354,16.3284,채권형,해외,981.45,2018-02-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)          155,917   (순자산총액)          153,024", [기준일자] 2021-11-01  (1개월) -0.44     (6개월) 0.80     (1년) -1.44     (설정이후) 15.78,0,0,2.05,97.95,0,0,0,0,0,0,0,100
KR5212AV2104,A01020,파인만스타공모주증권투자신탁(채권혼합),파인만자산운용,낮은위험,3.8967,10.211,20.3686,혼합채권형,국내,1181.74,2014-10-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.01    (매매중개수수료) 0.15," [기준일자] 2021-11-12  (설정원본)           47,853   (순자산총액)           56,898", [기준일자] 2021-11-01  (1개월) -0.40     (6개월) 3.90     (1년) 10.21     (설정이후) 33.21,10.97,83.41,0.14,5.48,0,0,0,0,0,0,0,100
KR5301AK4675,A01048,미래에셋TIGER단기선진국하이일드증권상장지수투자신탁(채권-파생형)(합성 H),미래에셋자산운용,보통위험,1.1635,8.0847,11.1858,채권파생형,해외,12567.21,2014-03-21, [기준일자] 2021-10-29  (보수) 0.24    (수수료) 0.00    (TER) 0.29    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)           15,081   (순자산총액)           15,081", [기준일자] 2021-11-01  (1개월) -0.06     (6개월) 1.16     (1년) 8.08     (설정이후) 25.50,0,0,95.34,4.66,0,0,0,0,0,0,0,100
KR5223AL4166,A01031,KB KBSTAR채권혼합증권상장지수투자신탁(채권혼합-파생형),케이비자산운용,다소높은위험,-3.5745,7.8691,18.9604,혼합채권파생형,국내,62007.28,2013-10-16, [기준일자] 2021-10-29  (보수) 0.20    (수수료) 0.00    (TER) 0.27    (매매중개수수료) 0.02," [기준일자] 2021-11-12  (설정원본)           14,917   (순자산총액)           14,917", [기준일자] 2021-11-01  (1개월) -1.91     (6개월) -3.57     (1년) 7.87     (설정이후) 33.07,27.5,51.09,4.28,17.14,0,0,0,0,0,0,0,100
K55223BC7977,A01031,KB글로벌코어본드증권자투자신탁(채권)(운용),케이비자산운용,보통위험,.3039,-1.7224,,채권형,해외,1108.54,2018-11-16, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.02    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           84,811   (순자산총액)           94,016", [기준일자] 2021-11-01  (1개월) -0.40     (6개월) 0.30     (1년) -1.72     (설정이후) 14.66,0,0,0.08,99.92,0,0,0,0,0,0,0,100
K55210D58188,A01018,신한안심지속형TDF2035증권투자신탁(H)[주식혼합-재간접형],신한자산운용,다소높은위험,4.0586,20.5904,,재간접형,해외,1210.92,2020-06-05, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)            5,681   (순자산총액)            6,900", [기준일자] 2021-11-01  (1개월) 2.13     (6개월) 4.06     (1년) 20.59     (설정이후) 20.81,1.98,0,2.42,95.6,0,0,0,0,0,0,0,100
K55234AZ6376,A01042,IBK퇴직연금가치형롱숏40자투자신탁[채권혼합],아이비케이자산운용,낮은위험,5.4098,9.9964,21.0794,혼합채권형,국내,1123.95,2015-02-24, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.09," [기준일자] 2021-11-12  (설정원본)            9,121   (순자산총액)           10,280", [기준일자] 2021-11-01  (1개월) 0.59     (6개월) 5.41     (1년) 10.00     (설정이후) 23.00,0,0,1.24,98.76,0,0,0,0,50,0,0,50
K55363BQ7294,A01068,트러스톤정정당당성과보수증권자투자신탁[주식-파생형],트러스톤자산운용,다소높은위험,1.1394,20.5259,31.8767,주식파생형,국내,1135.34,2017-06-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.87," [기준일자] 2021-11-12  (설정원본)            6,288   (순자산총액)            7,179", [기준일자] 2021-11-01  (1개월) -0.62     (6개월) 1.14     (1년) 20.53     (설정이후) 22.55,0,0,3.03,96.97,0,0,0,0,0,0,0,100
K55101C81308,A01001,한국투자KINDEX국채선물10년인버스증권상장지수투자신탁(채권-파생형),한국투자신탁운용,낮은위험,3.1999,7.4465,3.4331,채권파생형,국내,97628.0,2018-06-05, [기준일자] 2021-10-29  (보수) 0.05    (수수료) 0.00    (TER) 0.11    (매매중개수수료) 0.03," [기준일자] 2021-11-12  (설정원본)            4,880   (순자산총액)            4,880", [기준일자] 2021-11-01  (1개월) 2.75     (6개월) 3.20     (1년) 7.45     (설정이후) -0.53,0,0,79.39,20.61,0,0,0,0,0,0,0,100
KR5101134132,A01001,개인연금공사채 7,한국투자신탁운용,보통위험,-1.0973,-2.7764,2.4306,채권형,국내,970.29,1999-08-18, [기준일자] 2021-10-29  (보수) 0.53    (수수료) 0.00    (TER) 0.55    (매매중개수수료) 0.01," [기준일자] 2021-11-11  (설정원본)           14,452   (순자산총액)           14,022", [기준일자] 2021-11-01  (1개월) -1.09     (6개월) -1.10     (1년) -2.78     (설정이후) 117.85,0,82.03,15.54,2.43,0,0,0,0,50,0,0,50
KR5234AS6591,A01042,IBK가치형롱숏40증권자투자신탁[채권혼합],아이비케이자산운용,낮은위험,5.4685,9.9284,21.1574,혼합채권형,국내,1149.04,2014-09-23, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.08," [기준일자] 2021-11-12  (설정원본)            7,868   (순자산총액)            9,066", [기준일자] 2021-11-01  (1개월) 0.59     (6개월) 5.47     (1년) 9.93     (설정이후) 31.72,0,0,0.97,99.03,0,0,0,0,0,0,0,100
KR5105888402,A01005,삼성클래식30연금증권전환형자투자신탁 1[채권혼합],삼성자산운용,낮은위험,-1.6224,9.4551,17.4801,혼합채권형,국내,1146.34,2008-12-23, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 0.00    (매매중개수수료) 0.12," [기준일자] 2021-11-12  (설정원본)           15,334   (순자산총액)           17,641", [기준일자] 2021-11-01  (1개월) -0.95     (6개월) -1.62     (1년) 9.46     (설정이후) 70.03,0,0,3.29,96.71,0,0,0,0,50,0,0,50
KR5105AI5534,A01005,삼성KODEX10년국채선물인버스증권상장지수투자신탁[채권-파생형],삼성자산운용,낮은위험,3.1051,7.4231,2.9168,채권파생형,국내,48092.94,2013-05-30, [기준일자] 2021-10-29  (보수) 0.07    (수수료) 0.00    (TER) 0.09    (매매중개수수료) 0.03," [기준일자] 2021-11-12  (설정원본)           23,657   (순자산총액)           23,657", [기준일자] 2021-11-01  (1개월) 2.71     (6개월) 3.11     (1년) 7.42     (설정이후) -1.96,0,0,79.71,20.29,0,0,0,0,0,0,0,100
KR5102721523,A01002,하나UBS기업은행-삼성중공업주가연계파생상품투자신탁 1,하나유비에스자산운용,매우높은위험,9.596,20.3327,22.3684,주식파생형,국내,6.51,2007-08-01, [기준일자] 2021-10-29  (보수) 0.00    (수수료) 0.00    (TER) 1.25    (매매중개수수료) 0.00," [기준일자] 2021-11-12  (설정원본)            5,832   (순자산총액)               38", [기준일자] 2021-11-01  (1개월) 9.97     (6개월) 9.60     (1년) 20.33     (설정이후) -99.35,0,0,100,0,0,0,0,0,0,0,0,100
KR5102305830,A01002,뉴개인연금채권투자신탁S- 1,하나유비에스자산운용,보통위험,-2.2374,-4.5019,-.3774,채권형,국내,959.46,2000-08-23, [기준일자] 2021-10-29  (보수) 0.86    (수수료) 0.00    (TER) 0.87    (매매중개수수료) 0.00," [기준일자] 2021-11-11  (설정원본)           33,174   (순자산총액)           31,829", [기준일자] 2021-11-01  (1개월) -1.78     (6개월) -2.24     (1년) -4.50     (설정이후) 83.36,0,82.59,17.41,0,0,0,0,0,50,0,0,50
