분류,상품명,보장금액,보장내용,1차 영역,2차 영역,지급사유,분류코드
보장성보험 상해보험 상품,Chubb One-day레저보험 (2종 A형),20만원,골절수술비(동일사고당 1회한),여가,건강,보험기간 중에 상해로 약관에서 정한 골절을 입고 그 치료를 직접적인 목적으로 수술을 받은 경우 수술 1회당 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (2종 A형),30만원,무릎인대파열 및 연골손상 수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘무릎인대파열 및 연골손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (2종 A형),50만원,아킬레스힘줄손상수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘아킬레스힘줄손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (2종 A형),10만원,깁스치료비(동일사고 또는 질병당 1회한),건강,,보험기간 중에 상해 또는 질병으로 깁스(Cast)치료를 받은 경우 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (2종 A형),3만원,"상해 응급실내원
(응급)치료비",건강,,"보험기간 중에 상해로 인한 “응급환자”로 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (2종 A형),1만원,"상해 응급실내원
(비응급)치료비",건강,,"보험기간 중에 “응급환자”에 해당하지 않으나 상해로 인하여 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),1천만원,스키중 상해 후유장해,여가,건강, 보험기간 중 대한민국 안에서 스키를 목적으로 거주지를 출발한 때로부터 거주지에 도착할 때까지의 과정 중에 상해로 장해분류표에서 정한 장해상태가 되었을 때 : 후유장해보험금(장해분류표에서 정한 지급률을 보험가입금액에 곱하여 산출한 금액),4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),300만원,스키중 배상책임(자기부담금 5만원),여가,재무,"보험기간 중에 대한민국 안에서 스키를 목적으로 거주지를 출발한 때로부터 거주지에 도착할 때까지의 과정 중에 사고로 타인의 신체의 장해 또는 재물의 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해를 약정한 보험가입금액 한도로 보상(자기부담금 5만원)
※ 단 타인의 물품을 소유, 사용 또는 관리하던 중 분실 또는 파손을 입히는 경우 그 재물에 정당한 권리를 가진 타인에게 부담하는 손해에 대한 배상책임은 제외하며, 이 외 배상책임담보의 보장유의사항은 해당 약관을 참조하시기 바랍니다.
※스키중 배상책임에 대하여 보험금을 지급할 다른 계약이 체결되어 있는 경우에는 각각의 계약에 대하여 비례보상함",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),100만원,5대골절(목/흉추/요추/골반/대퇴골)진단비,여가,건강,"보험기간 중에 상해의 직접적인 결과로써 약관에서 정한 ""5대골절""로 진단 확정된 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),20만원,골절(치아파절제외)진단비,여가,건강,보험기간 중에 상해의 직접결과로써 약관에서 정한 골절(치아파절은 제외)로 진단 확정된 경우 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),20만원,골절수술비(동일사고당 1회한),여가,건강,보험기간 중에 상해로 약관에서 정한 골절을 입고 그 치료를 직접적인 목적으로 수술을 받은 경우 수술 1회당 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),30만원,무릎인대파열 및 연골손상 수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘무릎인대파열 및 연골손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),50만원,아킬레스힘줄손상수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘아킬레스힘줄손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),10만원,깁스치료비(동일사고 또는 질병당 1회한),건강,,보험기간 중에 상해 또는 질병으로 깁스(Cast)치료를 받은 경우 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),3만원,"상해 응급실내원
(응급)치료비",건강,,"보험기간 중에 상해로 인한 “응급환자”로 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 B형),1만원,"상해 응급실내원
(비응급)치료비",건강,,"보험기간 중에 “응급환자”에 해당하지 않으나 상해로 인하여 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가운전-스포츠1형),1억원,스포츠활동중 상해사망후유장해,건강,관계,스포츠활동중 사고로 인한 상해의 직접결과로써 사망 또는 후유장해가 발생하였을 경우,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가운전-스포츠1형),10만원,골절(치아파절제외)치료비,건강,,상해의 직접결과로써 골절(치아파절제외)분류표)에 정한 골절로 진단확정된 경우,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가운전-스포츠1형),1억원,교통상해사망후우장해,건강,관계,교통사고로 인한 상해의 직접결과로써 사망 또는 후유장해가 발생하였을 경우,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가운전-스포츠1형),3000만원,벌금Ⅱ(자가용),건강,재무,"자동차 운전중 자동차사고로 타인의 신체에 상해를 입혀 확정판결에 의해 정해진 벌금을 부담한 경우 1사고당 2천만원 한도로 실손보상 (단, 어린이 보호구역(스쿨존)에서 발생한 사고로 특정범죄 가중처벌 등에 관한 법률 제5조 의13(어린이 보호구역에서 어린이 치사상의 가중처벌)에 따라 처벌을 받은 경우 3천만원 한도)",4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가운전-스포츠1형),500만원,자동차사고변호사선임비용(약식기소제외_자가용),건강,재무,자동차 운전중 자동차사고로 타인의 신체에 상해를 입혀 구속영장에 의하여 구속되었거나 검찰에 의하여 공소제기된 경우(단 약식기소 제외) 또는 검찰에 의해 약식기소 되었으나 법원에 의해 보통의 심판절차인 공판절차에 의해 재판이 진행하게 된 경우 변호사선임비용을 부담함으로써 입은 손해를 보험가입금액한도로 지급(단 검사에 의해 약식기소되었으나 피보험자가 법원의 약식명령에 불복하여 정식재판을 청구한 경우 제외),4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가운전-스포츠1형),3000만원,교통사고처리지원금Ⅰ(동승자포함),건강,재무,자동차 운전중 자동차사고로 피해자(피보험자의 부모 배우자 자녀 제외)를 사망하게 하거나 중대법규위반 교통사고로 피해자가 42일이상의 치료를 요한다는 진단을 받았거나 일반교통사고로 피해자에게 약관에서 정한 중상해를 입혀 형법 제258조 제1항 또는 제2항 제268조 교통사고처리특례법 제3조에 따라 검찰에 의해 공소제기되거나 자동차손해배상보장법 시행령 제3조에서 정한 상해급수 1~3급에 해당하는 부상을 입힌 경우 합의금으로 지급한 금액을 아래와 같이 실손보상▷피해자 사망 또는 중상해시 피해자 1인당 3000만원 한도▷중대법규위반교통사고시 피해자 1인당 진단일수 기준 - 42일~69일 진단시: 1000만원 한도70~139일 진단시: 2000만원 한도140일이상 진단시: 3000만원 한도,4
보장성보험 상해보험 상품,(무)m아나필락시스쇼크진단보험,200만원,아나필락시스쇼크 진단보험금,건강,,"피보험자가 보험기간 중 이 계약에서 정한 「아나필락시스쇼크」로 진단 확정 되었을 경우(다만, 최초 1회의 진단 확정에 한함)",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),1천만원,스키중 상해사망후유장해,여가,관계,"피보험자에게 다음 중 어느 하나의 사유가 발생한 경우 약정한 보험금을 지급
1. 보험기간 중 대한민국 안에서 스키를 목적으로 거주지를 출발한 때로부터 거주지에 도착할 때까지의 과정 중에 상해의 직접결과로써 사망한 경우(질병으로 인한 사망은 제외) : 사망보험금
2. 보험기간 중 대한민국 안에서 스키를 목적으로 거주지를 출발한 때로부터 거주지에 도착할 때까지의 과정 중에 상해로 장해분류표에서 정한 장해상태가 되었을 때 : 후유장해보험금(장해분류표에서 정한 지급률을 보험가입금액에 곱하여 산출한 금액)",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),300만원,스키중 배상책임(자기부담금 5만원),여가,재무,"보험기간 중에 대한민국 안에서 스키를 목적으로 거주지를 출발한 때로부터 거주지에 도착할 때까지의 과정 중에 사고로 타인의 신체의 장해 또는 재물의 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해를 약정한 보험가입금액 한도로 보상(자기부담금 5만원)
※ 단 타인의 물품을 소유, 사용 또는 관리하던 중 분실 또는 파손을 입히는 경우 그 재물에 정당한 권리를 가진 타인에게 부담하는 손해에 대한 배상책임은 제외하며, 이 외 배상책임담보의 보장유의사항은 해당 약관을 참조하시기 바랍니다.
※스키중 배상책임에 대하여 보험금을 지급할 다른 계약이 체결되어 있는 경우에는 각각의 계약에 대하여 비례보상함",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),100만원,5대골절(목/흉추/요추/골반/대퇴골)진단비,여가,건강,"보험기간 중에 상해의 직접적인 결과로써 약관에서 정한 ""5대골절""로 진단 확정된 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),20만원,골절(치아파절제외)진단비,여가,건강,보험기간 중에 상해의 직접결과로써 약관에서 정한 골절(치아파절은 제외)로 진단 확정된 경우 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),20만원,골절수술비(동일사고당 1회한),여가,건강,보험기간 중에 상해로 약관에서 정한 골절을 입고 그 치료를 직접적인 목적으로 수술을 받은 경우 수술 1회당 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),30만원,무릎인대파열 및 연골손상 수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘무릎인대파열 및 연골손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),50만원,아킬레스힘줄손상수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘아킬레스힘줄손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),10만원,깁스치료비(동일사고 또는 질병당 1회한),건강,,보험기간 중에 상해 또는 질병으로 깁스(Cast)치료를 받은 경우 보험가입금액 지급,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),3만원,"상해 응급실내원
(응급)치료비",건강,,"보험기간 중에 상해로 인한 “응급환자”로 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (3종 A형),1만원,"상해 응급실내원
(비응급)치료비",건강,,"보험기간 중에 “응급환자”에 해당하지 않으나 상해로 인하여 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,(무)메트라이프 교통재해사망보험,1000만원,교통재해사망보험금,건강,관계,보험 기간 중 교통재해사고에서 정하는 교통재해 (이하 “교통재해”라 합니다)를 직접적인 원인으로 하여 사망하였을 때,4
보장성보험 상해보험 상품,무배당 안심되는 아나필락시스쇼크진단보험,200만원,아나필락시스쇼크 진단보험금,건강,,아나필락시스쇼크로 진단확정 시(최초 1회),4
보장성보험 상해보험 상품,(무)퍼플 휴일교통재해장해보험,5000만원 × 해당 장해지급률,휴일교통재해장해급여금,건강,,피보험자가 보험기간 중 휴일에 발생한 동일한 교통재해로 장해분류표 중 여러 신체부위의 장해지급률을 더하여 3% 이상 100% 이하에 해당하는 장해상태가 된 경우,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가용외기타-골프형),1억원,골프중 상해사망후유장해,건강,관계,골프중 사고로 인한 상해의 직접결과로써 사망 또는 후유장해가 발생하였을 경우,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가용외기타-골프형),1000만원,골프중 배상책임,건강,재무,골프중 사고로 타인의 신체 또는 재물에 손해를 입힘으로써 피보험자가 부담하는 법률상 배상책임손해,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가용외기타-골프형),100만원,홀인원비용,건강,여가,골프경기중에 홀인원을 한 경우 실제 사용한 증정용 기념품 구입비용 축하회 비용 골프장에 대한 기념식수 비용 및 동반 캐디에 대한 축의금 비용,4
보장성보험 상해보험 상품,스마트ON 레저상해보험(자가용외기타-골프형),1억원,교통상해사망후우장해,건강,관계,교통사고로 인한 상해의 직접결과로써 사망 또는 후유장해가 발생하였을 경우,4
보장성보험 상해보험 상품,올바른#365#생활#교통상해보험 무배당 2104,(남자) 2000만원,대중교통재해사망보험금,건강,관계,피보험자가 보험기간 중 발생한 대중교통재해를 직접적인 원인으로 사망하였을 때,4
보장성보험 상해보험 상품,올바른#365#생활#교통상해보험 무배당 2104,(여자) 5000만원,대중교통재해사망보험금,건강,관계,피보험자가 보험기간 중 발생한 대중교통재해를 직접적인 원인으로 사망하였을 때,4
보장성보험 상해보험 상품,올바른#365#생활#교통상해보험 무배당 2104,(남자) 1000만원,교통재해사망보험금,건강,관계,피보험자가 보험기간 중 발생한 대중교통재해 이외의 교통재해를 직접적인 원인으로 사망하였을 때,4
보장성보험 상해보험 상품,올바른#365#생활#교통상해보험 무배당 2104,(여자) 3000만원,교통재해사망보험금,건강,관계,피보험자가 보험기간 중 발생한 대중교통재해 이외의 교통재해를 직접적인 원인으로 사망하였을 때,4
보장성보험 상해보험 상품,올바른#365#생활#교통상해보험 무배당 2104,(남자) 500만원,재해사망보험금  ,건강,관계,피보험자가 보험기간 중 발생한 교통재해 이외의 재해를 직접적인 원인으로 사망하였을 때,4
보장성보험 상해보험 상품,올바른#365#생활#교통상해보험 무배당 2104,(여자) 1000만원,재해사망보험금  ,건강,관계,피보험자가 보험기간 중 발생한 교통재해 이외의 재해를 직접적인 원인으로 사망하였을 때,4
보장성보험 상해보험 상품,삼성 인터넷상해보험7.0(무배당),1억5천만원,대중교통사고사망보험금,건강,관계,피보험자가 보험기간 중 발생한 “대중교통사고”로 인하여 사망하였을 경우,4
보장성보험 상해보험 상품,삼성 인터넷상해보험7.0(무배당),1억원,교통재해사망보험금,건강,관계,피보험자가 보험기간 중 발생한 “대중교통사고 이외의 교통재해”로 인하여 사망하였을 경우,4
보장성보험 상해보험 상품,삼성 인터넷상해보험7.0(무배당),2천만원,일반재해사망보험금,건강,관계,피보험자가 보험기간 중 발생한 “교통재해 이외의 재해”로 인하여 사망하였을 경우,4
보장성보험 상해보험 상품,삼성 인터넷상해보험7.0(무배당),150만원 ~ 5000만원,교통재해장해보험금,건강,,피보험자가 보험기간 중 “교통재해”로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 경우,4
보장성보험 상해보험 상품,삼성 인터넷상해보험7.0(무배당),75만원 ~ 2500만원,일반재해장해보험금,건강,,피보험자가 보험기간 중 “교통재해 이외의 재해”로 인하여 장해분류표에서 정한 장해지급률 중 3%이상 100%이하에 해당하는 장해상태가 되었을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,1억원,대중교통 이용 중 교통재해 사망보험금,건강,관계,피보험자가 보험기간 중 발생한 「대중교통 이용 중 교통재해」를 직접적인 원인으로 사망하였을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,"7,500만원",교통재해 사망보험금,건강,관계,피보험자가 보험기간 중 발생한 「대중교통 이용 중 교통재해」 이외의 교통재해를 직접적인 원인으로 사망하였을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,"5,000만원",일반재해 사망보험금,건강,관계,피보험자가 보험기간 중 발생한 일반재해를 직접적인 원인으로 사망하였을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,"5,000만원 × 해당 장해지급률",대중교통 이용 중 교통재해 장해급여금,건강,,피보험자가 보험기간 중 발생한 「대중교통 이용 중 교통재해」를 직접적인 원인으로 장해 분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해 상태가 되었을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,"3,750만원 × 해당 장해지급률",교통재해 장해급여금,건강,,피보험자가 보험기간 중 발생한 「대중교통 이용 중 교통재해」 이외의 교통재해를 직접적인 원인으로 장해 분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해 상태가 되었을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,"2,500만원 × 해당 장해지급률",일반재해 장해급여금,건강,,피보험자가 보험기간 중 발생한 일반재해를 직접적인 원인으로 장해 분류표에서 정한 장해지급률 중 3% 이상 100% 이하에 해당하는 장해 상태가 되었을 경우,4
보장성보험 상해보험 상품,(무)라이프플래닛e상해보험,12만5천원,재해골절(치아파절 제외) 진단비,건강,,피보험자가 보험기간 중 발생한 재해를 직접적인 원인으로 「골절」로 진단이 확정되었을 경우 (치아파절 제외),4
보장성보험 상해보험 상품,무배당 건강e제일 상해보험,1억원 X 해당 장해지급률,재해장해,건강,,피보험자가 보험기간 중 재해로 장해분류표에서 정한 장해지급률 중 3%이상 100% 이하에 해당하는 장해상태가 되었을 경우,4
보장성보험 상해보험 상품,무배당 건강e제일 상해보험,20만원(재해골절 발생 1회당),재해골절,건강,,피보험자가 보험기간 중 재해골절(치아파절(깨짐 부러짐) 제외)이 발생하였을 경우,4
보장성보험 상해보험 상품,(무)메트라이프 mini 재해보험,1000만원,재해사망보험금,건강,관계,보험 기간 중 재해분류표에서 정하는 재해 (이하 “재해”라 합니다)를 직접적인 원인으로 하여 사망하였을 때,4
보장성보험 상해보험 상품,(무)메트라이프 mini 재해보험,발생1회당 10만원,재해골절진단보험금,건강,,"보험기간 중 재해로 인하여 골절 (치아파절 제외) 로 진단 확정 되었을 때(다만, 동일한 재해로 2 가지 이상의 골절(복합골절)시 1 회만 지급함)",4
보장성보험 상해보험 상품,신한뼈펙트상해보험mini(무배당),1회당 5만원,재해골절급여금,건강,,“재해골절“로 진단확정 되었을 경우,4
보장성보험 상해보험 상품,신한뼈펙트상해보험mini(무배당),1회당 5만원,깁스치료급여금,건강,,재해 또는 재해 이외의 원인에 따른 치료를 직접적인 목적으로 “깁스치료“를 받은 경우,4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),2천만원,골프중 상해사망후유장해,여가,관계,"피보험자에게 다음 중 어느 하나의 사유가 발생한 경우 약정한 보험금을 지급
1. 보험기간 중 골프시설 구내에서 골프의 연습, 경기 또는 지도 중에 상해의 직접결과로써 사망한 경우 : 보험가입금액
2. 보험기간 중 골프시설 구내에서 골프의 연습, 경기 또는 지도 중에 상해로 장해분류표에서 정한 장해상태가 되었을 때 :  장해분류표에서 정한 지급률(3%~100%)을 보험가입금액에 곱하여 산출한 금액
※ 골프시설이란 골프의 연습 또는 경기를 행하는 시설을 말하며, 골프연습장, 탈의실 등 그 외 부속시설을 포함",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),500만원,골프중 배상책임(자기부담금 2만원),여가,재무,"보험기간중에 피보험자가 골프시설 구내에서 골프의 연습, 경기 또는 지도 중에 사고로 타인의 신체의 장해 또는 재물의 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해를 보험가입금액 한도로 보상(자기부담금 2만원)
※ 골프시설이란 골프의 연습 또는 경기를 행하는 시설을 말하며, 골프연습장, 탈의실 등 그 외 부속시설을 포함",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),30만원,홀인원비용(1회한),여가,,"피보험자가 18홀 이상을 보유한 국내 골프장에서 아마추어 자격으로 참가한 골프경기중에 홀인원(Hole in One)을 행한 경우(단, 깔대기홀 제외)에 증정용 기념품 구입비용, 축하회비용, 골프장에 대한 기념식수 비용 및 동반캐디에 대한 축의금 비용을 보험기간 중 1회에 한하여 보험가입금액 한도로 보상함
※ 홀인원비용보장에 대하여 보험금을 지급할 다른 계약이 체결되어 있는 경우 각각의 계약에 대하여 비례보상함
※ 상품권 등의 물품전표, 선불카드 구입비용은 제외",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),50만원,두개골 및 안면골 골절(치아파절제외)진단비,여가,건강,"보험기간 중에 상해의 직접결과로써 약관에서 정한 ""두개골 및 안면골 골절(치아파절 제외)""로 진단 확정된 경우 보험가입금액 지급
※ 동일한 상해를 직접적인 원인으로 두 가지 이상의 골절이 발생한 경우에도 1회에 한하여 보험금을 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),20만원,골절(치아파절제외)진단비,여가,건강,"보험기간 중에 상해의 직접결과로써 약관에서 정한 골절(치아파절은 제외)로 진단 확정된 경우 보험가입금액 지급
※ 매사고시마다 지급, 동일한 사고로 인하여 2가지 이상의 골절상태가 된 경우에는 1회에 한하여 보상함",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),20만원,골절수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해로 약관에서 정한 골절을 입고 그 치료를 직접적인 목적으로 수술을 받은 경우 수술 1회당 보험가입금액 지급
※ 하나의 사고로 인하여 두 종류 이상의 골절수술을 받은 경우에는 하나의 골절수술비 보험금만을 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),30만원,무릎인대파열 및 연골손상 수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘무릎인대파열 및 연골손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급
※ 하나의 사고로 두 종류 이상의 무릎인대파열 및 연골손상수술을 받은 경우에는 하나의 무릎인대파열 및 연골손상수술비 보험금만 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),50만원,아킬레스힘줄손상수술비(동일사고당 1회한),여가,건강,"보험기간 중에 상해의 직접결과로써 ‘아킬레스힘줄손상’으로 진단확정되고, 그 치료를 직접적인 목적으로 수술을 받은 경우 보험가입금액 지급
※ 하나의 사고로 두 종류 이상의 아킬레스힘줄손상수술을 받은 경우에는 하나의 아킬레스힘줄손상수술보험금만 지급",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),10만원,깁스치료비(동일사고 또는 질병당 1회한),건강,,"보험기간 중에 상해 또는 질병으로 깁스(Cast)치료를 받은 경우 보험가입금액 지급
※ 동일한 상해 또는 질병으로 인하여 깁스치료를 2회 이상 받은 경우, 또는 동시에 서로 다른 신체부위에 깁스치료를 받은 경우에는 1회에 한하여 보험금을 지급
※ 상해라 함은 보험기간 중에 발생한 급격하고도 우연한 외래의 사고로 신체(의수, 의족, 의안, 의치 등 신체보조장구는 제외하나, 인공장기나 부분 의치 등 신체에 이식되어 그 기능을 대신할 경우는 포함)에 입은 상해를 말합니다.",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),3만원,"상해 응급실내원
(응급)치료비",건강,,"보험기간 중에 상해로 인한 “응급환자”로 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,Chubb One-day레저보험 (1종 B형),1만원,"상해 응급실내원
(비응급)치료비",건강,,"보험기간 중에 “응급환자”에 해당하지 않으나 상해로 인하여 응급실에 내원하여 진료를 받은 경우 보험가입금액 지급
※응급실 도착 전 사망하였거나 병원을 옮겨 응급실에 내원한 환자도 보상
※응급환자:상해로응급실에내원하여진료를받은자중「응급의료에관한법률시행규칙 제2조(응급환자)」에서 정하는 자",4
보장성보험 상해보험 상품,부모님 안심 Gift보험,20만원,골절(치아파절제외)진단비,건강,,"피보험자가 보험기간 중에 상해의 직접결과로써 골절(치아파절제외)분류표에 정한 골절로 진단확정된 경우 (다만, 동일한 상해를 직접적인 원인으로 2가지 이상의 골절 발생시는 1회에 한하여 지급)",4
보장성보험 상해보험 상품,부모님 안심 Gift보험,30만원,화상진단비,건강,,"피보험자가 보험기간 중에 상해의 직접결과로써 화상분류표에서 정한 화상으로 진단확정된 경우 (다만, 동일한 상해를 직접적인 원인으로 2가지 이상의 화상 발생시는 1회에 한하여 지급)",4
보장성보험 상해보험 상품,부모님 안심 Gift보험,30만원,골절수술비,건강,,피보험자가 보험기간 중에 상해의 직접결과로써 골절분류표에 정한 골절을 입고 치료를 직접적인 목적으로 수술을 받은 때,4
보장성보험 상해보험 상품,부모님 안심 Gift보험,30만원,화상수술비,건강,,피보험자가 보험기간 중에 상해의 직접결과로써 화상분류표에서 정한 화상으로 진단확정되고 치료를 직접적인 목적으로 수술을 받은 때,4
보장성보험 상해보험 상품,부모님 안심 Gift보험,100만원,"피싱, 해킹 금융사기보상",건강,재무,"대한민국 내에서 보험기간 중에 발생한 “피싱 또는 해킹 금융사기”로 피보험자 명의 계좌에서 예금이 부당 인출되거나 신용카드가 위변조되어 부당하게 사용되어 금전적 손해를 입은 경우 (단, 이러한 손해를 보상하는 다른 보험계약의 규정에 따라 보험금이 지급되거나 금융거래 상대방이 제공하는 보상제도 및 가해자에 의해 보상을 받을 수 있는 경우, 그 금액을 공제합니다.)",4
보장성보험 상해보험 상품,(무)AIG다이렉트 참쉬운건강보험,1000만원,[갱신형]골절진단의료비용,건강,,"보험기간 중 상해의 직접결과로써 약관의 골절진단지급률표에서 정한 골절로 진단이 확정된 경우, 골절진단지급률표의 해당 골절 지급률을 보험가입금액에 곱하여 산출된 금액을 지급 ",4
보장성보험 상해보험 상품,(무)AIG다이렉트 참쉬운건강보험,1000만원,[갱신형]화상진단의료비용,건강,,"보험기간 중 상해의 직접결과로써 약관의 화상분류표에서 정한 화상으로 진단이 확정된 경우, 화상체면적별지급률표의 해당 체면적 지급률을 보험가입금액에 곱하여 산출된 금액을 지급 ",4
보장성보험 상해보험 상품,(무)AIG다이렉트 참쉬운건강보험,3000만원,[갱신형]상해사망,건강,관계,보험기간 중 상해의 직접결과로써 사망한 경우 보험가입금액 지급,4
