,상품명,금융회사,상품유형,최초판매일,판매여부,중도해지,직전분기_납입원금,직전분기_적립금,직전분기_수익률,전년도_납입원금,전년도_적립금,전년도_수익률,장기수익률(연평균)_3년,장기 수익률(연평균)_5년,장기 수익률(연평균)_7년,장기 수익률(연평균)_10년,장기 수수료율(연평균)_3년,장기 수수료율(연평균)_5년,장기 수수료율(연평균)_7년,장기 수수료율(연평균)_10년,위험,직업,학습,건강,관계,주거,사회참여,여가,재무
1531,미래에셋스마트롱숏30증권자투자신탁2(채권혼합)종류C-P2,미래에셋자산운용,재간접,2016/03/02,판매,가능,315,362,4.39,342,379,1.96,0.49,0.69,,,1.00,0.93,,,보통위험,0,0,0,0,100,0,0,0
1532,하이개인연금인덱스증권전환형자투자신탁 1(주식-파생형)A,하이자산운용,파생상품,2009/11/20,판매,가능,184,362,39.38,237,396,37.75,4.87,10.13,5.89,3.46,0.56,0.64,0.65,0.68,매우높은위험,0,0,0,0,100,0,0,0
1533,피델리티연금유럽하이일드증권전환형자투자신탁(채권-재간접형)종류S,피델리티자산운용,재간접,2014/04/29,판매,가능,314,362,10.51,429,460,-8.90,-0.33,3.91,,,0.34,0.33,,,보통위험,0,0,0,0,100,0,0,0
1534,미래에셋라이프사이클6070연금증권전환형자투자신탁 1(채권혼합)종류C-e,미래에셋자산운용,재간접,2017/09/22,판매,가능,363,361,3.65,156,166,7.27,4.53,,,,0.87,,,,보통위험,0,0,0,0,100,0,0,0
1535,미래에셋글로벌EMP자산배분증권자투자신탁 1(채권혼합-재간접형)종류C-P2,미래에셋자산운용,재간접,2016/12/01,판매,가능,329,360,9.87,292,314,1.50,0.93,2.85,,,1.30,1.06,,,보통위험,0,0,0,0,100,0,0,0
1536,미래에셋QV솔루션30증권투자신탁 1(채권혼합-재간접형)종류C-Pe,미래에셋자산운용,재간접,2017/02/22,판매,가능,309,360,5.90,406,450,-0.29,0.78,,,,0.72,,,,보통위험,0,0,0,0,100,0,0,0
1537,미래에셋솔로몬초단기국공채증권자투자신탁2(채권)종류C-P2,미래에셋자산운용,재간접,2017/11/06,판매,가능,373,356,2.65,423,403,0.33,-1.88,,,,0.93,,,,보통위험,0,0,0,0,100,0,0,0
1538,미래에셋라이프사이클5060연금증권전환형자투자신탁 1(채권혼합)종류C-e,미래에셋자산운용,재간접,2017/09/22,판매,가능,356,355,6.76,273,299,10.59,3.58,,,,0.66,,,,보통위험,0,0,0,0,100,0,0,0
1539,하이개인연금증권전환형자투자신탁 1(주식)A,하이자산운용,주식형,2009/10/21,판매,가능,138,355,52.74,173,372,52.54,8.76,10.79,8.02,5.08,1.40,1.32,1.27,1.21,높은위험,0,0,0,0,100,0,0,0
1540,에셋플러스글로벌리치투게더40증권자투자신탁 1[채권혼합]종류C-Pe,에셋플러스자산운용,혼합채권형,2018/01/19,판매,가능,329,352,9.46,189,206,9.07,5.48,,,,0.86,,,,보통위험,0,0,0,0,100,0,0,0
1541,하나UBS인Best연금글로벌롱숏플러스증권자투자신탁[주식혼합-재간접형] Class C,하나유비에스자산운용,재간접,2014/01/29,판매,가능,319,352,8.37,372,380,-4.18,-0.96,-0.61,,,1.28,1.28,1.26,,보통위험,0,0,0,0,100,0,0,0
1542,대신로보어드바이저자산배분증권자투자신탁 2[혼합-재간접형]ClassC-P2,대신자산운용,재간접,2018/06/26,판매,가능,194,351,14.41,564,690,15.77,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1543,삼성EMP글로벌로테이션증권자투자신탁[주식혼합-재간접형]C-P,삼성자산운용,재간접,2018/05/14,판매,가능,324,351,7.71,323,337,2.16,,,,,0.77,,,,보통위험,0,0,0,0,100,0,0,0
1544,유경플레인바닐라글로벌자산배분증권자투자신탁(주식)ClassS-R,유경피에스지자산운용,주식형,2020/05/15,판매,가능,298,351,21.45,174,194,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1545,KB올에셋AI솔루션증권자투자신탁(혼합-재간접형)(H)C-P,케이비자산운용,재간접,2020/06/17,판매,가능,305,350,12.14,308,338,0.00,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1546,KB연금인덱스증권전환형자투자신탁(주식) S-P 클래스,케이비자산운용,주식형,2014/04/23,판매,가능,225,349,33.94,197,306,42.61,7.90,11.58,,,0.55,0.58,,,높은위험,0,0,0,0,100,0,0,0
1547,한화미국대표증권자투자신탁 1(주식-재간접형)종류CP,한화자산운용,재간접,2015/12/07,판매,가능,224,349,37.82,181,263,15.87,9.48,10.64,,,2.16,1.99,,,보통위험,0,0,0,0,100,0,0,0
1548,KB온국민TDF2055증권자투자신탁(주식혼합-재간접형)(UH)S-P,케이비자산운용,재간접,2020/05/21,판매,가능,335,349,21.14,21,22,0.00,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1549,하나UBS인Best연금유럽포커스증권자투자신탁[주식-재간접형]Class C,하나유비에스자산운용,재간접,2013/11/28,판매,가능,11,348,247.81,119,410,15.64,12.12,6.86,7.38,,2.13,1.85,1.70,,보통위험,0,0,0,0,100,0,0,0
1550,NH-Amundi인도네시아포커스증권투자신탁[주식]ClassS-P1(연금저축),엔에이치아문디자산운용,주식형,2016/11/17,판매,가능,341,348,16.52,294,290,-21.43,-9.47,,,,1.03,,,,높은위험,0,0,0,0,100,0,0,0
1551,교보악사만기투자형증권투자신탁4[채권]ClassC-Pe(연금),교보악사자산운용,채권형,2020/01/31,판매,가능,333,347,1.64,333,343,2.96,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
1552,KB유럽지속가능배당인컴증권자투자신탁(주식-재간접형)C-P,케이비자산운용,재간접,2015/05/20,판매,가능,331,347,19.69,345,312,-13.34,-4.79,-2.07,,,1.10,1.11,,,보통위험,0,0,0,0,100,0,0,0
1553,미래에셋퇴직연금성장유망중소형주증권자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2015/10/29,판매,가능,249,347,49.10,182,213,43.85,8.22,5.05,,,1.20,1.22,,,보통위험,0,0,0,0,100,0,0,0
1554,KB밸류포커스30증권자투자신탁(채권혼합)C-Pe클래스,케이비자산운용,혼합채권형,2016/08/31,판매,가능,319,347,8.32,230,255,7.76,3.76,,,,0.85,,,,보통위험,0,0,0,0,100,0,0,0
1555,피델리티재팬증권자투자신탁(주식-재간접형)PRS-e,피델리티자산운용,재간접,2015/04/29,판매,가능,308,346,29.63,461,429,-2.31,-3.65,0.94,,,0.43,0.42,,,보통위험,0,0,0,0,100,0,0,0
1556,삼성아세안플러스베트남증권자투자신탁H[주식-파생형]_S-P,삼성자산운용,파생상품,2016/08/10,판매,가능,262,346,35.37,429,443,11.76,-1.26,,,,1.18,1.15,,,매우높은위험,0,0,0,0,100,0,0,0
1557,KB장기국공채플러스증권자투자신탁(채권) C-P 클래스,케이비자산운용,채권형,2016/09/07,판매,가능,345,346,-7.17,367,379,1.33,2.74,,,,0.40,,,,낮은위험,0,0,0,0,100,0,0,0
1558,한화연금저축아시아리츠부동산자투자신탁(리츠-재간접형)종류S-P,한화자산운용,부동산,2014/04/22,판매,가능,271,345,12.37,445,489,-8.22,2.33,4.19,,,0.70,0.70,,,높은위험,0,0,0,0,100,0,0,0
1559,하이아시아퀄리티증권투자신탁(채권-재간접형)(H)(C-Pe),하이자산운용,재간접,2017/08/01,판매,가능,347,345,-0.73,468,481,1.35,1.69,,,,0.71,,,,보통위험,0,0,0,0,100,0,0,0
1560,마이다스거북이50연금저축증권자투자신탁 1(주식혼합) Ce,마이다스에셋자산운용,혼합주식형,2013/10/30,판매,가능,319,345,8.36,272,286,9.03,1.78,1.73,1.02,,0.78,0.79,0.81,,높은위험,0,0,0,0,100,0,0,0
1561,DB차이나본토증권자투자신탁(H)[주식]ClassC-PE,디비자산운용,주식형,2017/09/13,판매,가능,299,345,16.16,165,229,32.49,10.25,,,,1.29,,,,높은위험,0,0,0,0,100,0,0,0
1562,하나UBSChina증권자투자신탁 1[주식]ClassC-P2,하나유비에스자산운용,주식형,2018/01/02,판매,가능,458,344,-23.55,"1,018","1,046",4.34,1.86,,,,1.56,,,,높은위험,0,0,0,0,100,0,0,0
1563,한화꿈에그린차이나A주증권자투자신탁H-1(주식)종류C-Pe(연금저축),한화자산운용,주식형,2017/11/16,판매,가능,337,343,-2.67,236,280,26.98,3.22,,,,1.08,,,,높은위험,0,0,0,0,100,0,0,0
1564,삼성CHINA2.0본토증권자투자신탁 2[주식]C-P,삼성자산운용,주식형,2017/09/21,판매,가능,280,342,4.89,279,344,19.80,1.12,,,,1.87,,,,높은위험,0,0,0,0,100,0,0,0
1565,우리프랭클린K2멀티전략증권자투자신탁(주식혼합-재간접형)ClassC-P,프랭클린템플턴투자신탁운용,재간접,2015/03/05,판매,가능,288,342,6.33,357,407,3.36,1.21,2.10,,,1.02,1.00,,,보통위험,0,0,0,0,100,0,0,0
1566,NH-Amundi성장중소형주40증권자투자신탁[채권혼합]ClassC-P1,엔에이치아문디자산운용,혼합채권형,2015/11/26,판매,가능,255,340,15.87,424,479,14.65,2.01,2.51,,,0.84,0.82,,,보통위험,0,0,0,0,100,0,0,0
1567,미래에셋솔로몬단기국공채증권자투자신탁 1(채권)종류C-P2e,미래에셋자산운용,재간접,2018/08/21,판매,가능,339,340,-0.48,561,574,0.50,1.26,,,,0.28,,,,보통위험,0,0,0,0,100,0,0,0
1568,멀티에셋차이나스페셜본토주식연금저축증권자투자신탁[주식]C클래스,멀티에셋자산운용,주식형,2013/07/05,판매,가능,259,340,-19.81,284,392,-6.01,-2.78,-1.47,1.36,,2.06,2.03,1.96,,높은위험,0,0,0,0,100,0,0,0
1569,키움쿼터백글로벌EMP로보어드바이저증권투자신탁[채권혼합-재간접형]C-P,키움투자자산운용,재간접,2016/04/20,판매,가능,277,340,8.99,284,335,9.72,3.32,,,,1.33,,,,보통위험,0,0,0,0,100,0,0,0
1570,KB액티브배당증권자투자신탁(주식)S-PClass,케이비자산운용,주식형,2016/10/18,판매,가능,226,339,33.86,307,389,24.00,3.65,,,,1.01,,,,높은위험,0,0,0,0,100,0,0,0
1571,한국투자TIF알아서평생소득증권자투자신탁(채권혼합-재간접형)(C-P),한국투자신탁운용,재간접,2017/11/27,판매,가능,317,339,10.47,139,150,4.69,4.37,,,,0.77,,,,보통위험,0,0,0,0,100,0,0,0
1572,KB글로벌리얼에셋인컴증권자투자신탁(채권)(H)C-P,케이비자산운용,채권형,2018/10/04,판매,가능,309,338,6.97,332,347,2.08,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
1573,한국밸류10년투자중소형연금증권자투자신탁(주식)(C-E),한국투자밸류자산운용,주식형,2018/03/29,판매,가능,245,337,28.74,177,255,46.09,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1574,KB미국데이터센터인프라리츠부동산자투자신탁(재간접형)(H)C-Pe,케이비자산운용,부동산,2020/08/18,판매,가능,314,337,14.74,60,63,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1575,하이개인연금증권전환형자투자신탁 1(채권혼합)A,하이자산운용,혼합채권형,2009/10/23,판매,가능,241,337,10.42,237,329,12.69,4.33,4.39,3.83,3.40,0.92,0.89,0.87,0.84,보통위험,0,0,0,0,100,0,0,0
1576,한화중국본토혁신성장증권자투자신탁(주식)종류C-Pe(연금저축),한화자산운용,주식형,2018/01/18,판매,가능,284,335,-0.17,444,504,27.64,1.87,,,,1.03,,,,높은위험,0,0,0,0,100,0,0,0
1577,한화차이나셀렉트헬스케어증권자투자신탁(UH)(주식)종류C-Pe(연금저축),한화자산운용,주식형,2020/05/12,판매,가능,361,335,6.75,21,22,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1578,키움장대트리플플러스증권투자신탁 1[채권혼합]ClassC-P,키움투자자산운용,혼합채권형,2016/04/12,판매,가능,311,334,3.12,206,223,1.88,1.74,,,,0.88,,,,보통위험,0,0,0,0,100,0,0,0
1579,브이아이천하제일중국본토증권자투자신탁UH[주식]S-P2,브이아이자산운용,주식형,2017/09/19,판매,가능,141,333,16.44,229,414,56.44,18.34,,,,1.21,,,,높은위험,0,0,0,0,100,0,0,0
1580,삼성애버딘미국중소형증권자투자신탁H[주식-재간접형]C-Pe,삼성자산운용,재간접,2017/08/03,판매,가능,266,332,34.81,121,131,9.82,-0.04,,,,0.70,,,,보통위험,0,0,0,0,100,0,0,0
1581,한국투자골드플랜차이나연금증권전환형자투자신탁 1(주식)(C-e),한국투자신탁운용,주식형,2017/09/18,판매,가능,289,331,5.70,229,304,32.67,3.14,,,,1.20,,,,높은위험,0,0,0,0,100,0,0,0
1582,KB브라질증권자투자신탁(주식)S-P클래스,케이비자산운용,주식형,2017/10/10,판매,가능,366,330,9.44,507,491,-35.50,-10.11,,,,1.13,,,,높은위험,0,0,0,0,100,0,0,0
1583,KTB글로벌멀티에셋인컴EMP증권자투자신탁[혼합-재간접형](공)종류S-P,케이티비자산운용,재간접,2019/12/02,판매,가능,308,330,12.26,162,172,7.50,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1584,우리G알리안츠인컴앤그로스증권자투자신탁[주식혼합_재간접형](H)ClassPe2,우리글로벌자산운용,재간접,2017/08/11,판매,가능,271,330,18.63,235,274,13.63,5.96,,,,0.55,,,,보통위험,0,0,0,0,100,0,0,0
1585,AB셀렉트미국증권투자신탁(주식-재간접형)종류S-P,얼라이언스번스틴자산운용,재간접,2017/01/12,판매,가능,247,328,35.61,100,147,16.48,10.18,,,,0.53,,,,보통위험,0,0,0,0,100,0,0,0
1586,키움쿼터백글로벌EMP로보어드바이저증권투자신탁[주식혼합-재간접형]C-P,키움투자자산운용,재간접,2016/07/26,판매,가능,256,328,18.08,241,295,14.93,5.18,,,,1.34,,,,보통위험,0,0,0,0,100,0,0,0
1587,신한연금저축POP펀드셀렉션20증권자투자신탁[채권혼합-재간접형](종류C1),신한자산운용,재간접,2015/08/05,판매,가능,279,328,2.72,324,370,4.51,3.04,2.33,,,0.66,0.64,,,보통위험,0,0,0,0,100,0,0,0
1588,한화글로벌언택트증권자투자신탁(UH)(주식)C-P(연금저축),한화자산운용,주식형,2020/06/01,판매,가능,260,327,13.99,380,412,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1589,미래에셋퇴직플랜브라질업종대표40증권자투자신탁(채권혼합),미래에셋자산운용,재간접,2010/08/11,판매,가능,342,327,13.63,500,476,-11.08,1.51,2.58,2.38,-0.62,0.94,0.87,0.87,0.85,보통위험,0,0,0,0,100,0,0,0
1590,한화이머징국공채증권투자신탁(채권-재간접형)CP클래스,한화자산운용,재간접,2016/08/09,판매,가능,287,326,4.82,351,398,1.09,1.15,,,,1.49,,,,보통위험,0,0,0,0,100,0,0,0
1591,삼성이머징아시아증권자투자신탁UH[주식]C-Pe,삼성자산운용,주식형,2018/10/19,판매,가능,287,325,28.95,18,22,-39.80,,,,,1.57,,,,높은위험,0,0,0,0,100,0,0,0
1592,현대연금저축증권전환형자투자신탁 1[주식]종류A,현대자산운용,주식형,2009/07/09,판매,가능,217,324,33.14,269,340,24.31,-3.92,1.38,1.23,-2.20,1.03,1.07,1.06,1.07,높은위험,0,0,0,0,100,0,0,0
1593,KBKoVIC아시아증권투자신탁(주식-재간접형)C-P,케이비자산운용,재간접,2018/02/28,판매,가능,215,324,20.10,573,656,22.16,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1594,삼성EMP글로벌로테이션증권자투자신탁[주식혼합-재간접형]C-Pe,삼성자산운용,재간접,2018/02/19,판매,가능,303,323,7.78,291,299,1.88,,,,,0.45,,,,보통위험,0,0,0,0,100,0,0,0
1595,피델리티월드Big4증권자투자신탁(주식-재간접형)PRS,피델리티자산운용,재간접,2018/03/20,판매,가능,223,321,28.71,254,314,8.57,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1596,이스트스프링개인신종MMF 1[국공채]클래스C-P2(연금저축)E,이스트스프링자산운용,단기금융,2017/08/11,판매,가능,318,321,0.41,187,189,0.68,1.15,,,,0.25,,,,매우낮은위험,0,0,0,0,100,0,0,0
1597,삼성애버딘미국중소형증권자투자신탁UH[주식-재간접형]_C-P,삼성자산운용,재간접,2016/02/16,판매,가능,210,320,47.16,222,259,9.18,5.35,,,,1.11,0.99,,,보통위험,0,0,0,0,100,0,0,0
1598,KB연금성장주50증권전환형자투자신탁(채권혼합)C-E,케이비자산운용,혼합채권형,2019/09/04,판매,가능,302,319,15.60,96,105,14.76,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1599,AB글로벌로우볼증권투자신탁(주식-재간접형)C-P,얼라이언스번스틴자산운용,재간접,2016/04/18,판매,가능,261,319,18.99,300,325,-0.36,2.39,,,,1.01,,,,보통위험,0,0,0,0,100,0,0,0
1600,삼성아문디유럽중소형증권자투자신탁H[주식-재간접형]_S-P,삼성자산운용,재간접,2017/10/17,판매,가능,190,316,23.48,265,299,14.57,9.48,,,,0.25,,,,보통위험,0,0,0,0,100,0,0,0
1601,삼성글로벌선진국증권자투자신탁H[주식]S-P,삼성자산운용,주식형,2017/08/22,판매,가능,261,316,27.12,132,158,6.11,4.26,,,,0.72,,,,높은위험,0,0,0,0,100,0,0,0
1602,BNK튼튼배당증권자투자신탁 1(주식)C-Pe,비엔케이자산운용,주식형,2018/04/10,판매,가능,199,314,38.64,218,303,32.76,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1603,IBK켄쇼4.0레볼루션증권자투자신탁(UH)[주식]종류S-P,아이비케이자산운용,주식형,2018/06/29,판매,가능,329,313,18.35,122,144,27.08,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1604,신한해피라이프연금증권전환형자투자신탁 1[주식혼합](종류C-e),신한자산운용,혼합주식형,2020/04/27,판매,가능,288,312,16.76,139,152,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1605,KB러시아대표성장주증권자투자신탁(주식)S-P클래스,케이비자산운용,주식형,2017/10/10,판매,가능,148,312,56.32,263,339,-3.75,7.60,,,,1.33,,,,높은위험,0,0,0,0,100,0,0,0
1606,삼성아시아배당주증권자투자신탁H[주식]C-Pe,삼성자산운용,주식형,2018/01/03,판매,가능,297,310,16.79,104,123,20.73,3.89,,,,1.37,,,,높은위험,0,0,0,0,100,0,0,0
1607,KB스타코스닥150인덱스증권자투자신탁(주식-파생형)S-P클래스,케이비자산운용,파생상품,2017/09/05,판매,가능,178,310,15.95,601,751,44.10,3.30,,,,0.60,,,,매우높은위험,0,0,0,0,100,0,0,0
1608,미래에셋하나1Q연금증권자투자신탁 1(주식혼합-재간접형)종류C-P2e,미래에셋자산운용,재간접,2017/08/30,판매,가능,301,309,9.69,104,117,11.29,5.74,,,,0.81,,,,보통위험,0,0,0,0,100,0,0,0
1609,한국투자골드플랜네비게이터연금증권전환형투자신탁 1(주식)(S-P),한국투자신탁운용,주식형,2014/04/22,판매,가능,170,307,25.90,208,327,36.43,1.45,4.60,,,0.95,0.94,,,높은위험,0,0,0,0,100,0,0,0
1610,브이아이중소형주플러스증권자투자신탁1[주식]C-Pe2,브이아이자산운용,주식형,2017/12/27,판매,가능,222,307,30.83,240,292,27.42,2.25,,,,0.97,,,,높은위험,0,0,0,0,100,0,0,0
1611,신한차이나인덱스증권자투자신탁(H)[주식-파생형](종류C-p),신한자산운용,파생상품,2015/05/14,판매,가능,302,305,-5.05,359,410,-4.43,-4.83,2.98,,,1.14,1.14,,,매우높은위험,0,0,0,0,100,0,0,0
1612,삼성누버거버먼이머징단기채권증권자투자신탁H[채권-재간접형]C-Pe,삼성자산운용,재간접,2018/03/13,판매,가능,290,304,3.32,199,210,0.58,,,,,0.47,,,,보통위험,0,0,0,0,100,0,0,0
1613,트러스톤장기성장30증권자투자신탁[채권혼합]Cp클래스,트러스톤자산운용,혼합채권형,2013/04/19,판매,가능,246,304,8.68,236,289,7.20,2.45,3.17,3.10,,1.29,1.27,1.23,,보통위험,0,0,0,0,100,0,0,0
1614,신한단기국공채증권자투자신탁 1[채권](종류C-pe),신한자산운용,채권형,2019/12/30,판매,가능,301,303,0.19,279,281,2.03,,,,,,,,,낮은위험,0,0,0,0,100,0,0,0
1615,교보악사파워글로벌인덱스증권자투자신탁 1(H)[주식혼합-파생형]ClassS-P,교보악사자산운용,파생상품,2015/10/07,판매,가능,177,302,36.27,102,210,25.00,9.93,10.61,,,1.49,1.30,,,매우높은위험,0,0,0,0,100,0,0,0
1616,트러스톤아시아장기성장주연금저축증권자투자신탁[주식]C클래스,트러스톤자산운용,주식형,2015/04/15,판매,가능,187,302,10.19,213,327,25.55,6.39,6.56,,,1.89,1.78,,,높은위험,0,0,0,0,100,0,0,0
1617,DB차이나바이오헬스케어증권자투자신탁(H)[주식]종류S-P,디비자산운용,주식형,2019/05/21,판매,가능,207,302,-34.06,290,457,43.66,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1618,미래에셋AI스마트베타EMP증권자투자신탁(주식-재간접형)종류C-P,미래에셋자산운용,재간접,2017/01/23,판매,가능,225,301,26.55,307,373,6.88,-6.05,,,,0.77,,,,보통위험,0,0,0,0,100,0,0,0
1619,베어링고배당40플러스증권자투자신탁(채권혼합)ClassC-P,베어링자산운용,혼합채권형,2016/10/04,판매,가능,260,301,12.08,278,308,8.92,2.69,,,,1.28,,,,보통위험,0,0,0,0,100,0,0,0
1620,한국투자인덱스플러스증권투자신탁 1(주식-파생형)(C-Pe),한국투자신탁운용,파생상품,2017/11/24,판매,가능,224,301,38.70,297,353,63.47,19.88,,,,0.58,,,,매우높은위험,0,0,0,0,100,0,0,0
1621,에셋플러스코리아리치투게더증권자투자신탁 1(주식)종류C-P,에셋플러스자산운용,주식형,2018/08/07,판매,가능,206,301,45.42,121,160,32.64,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1622,하나UBS연금코리아중소형증권자투자신탁[주식]ClassC-E,하나유비에스자산운용,주식형,2016/08/31,판매,가능,214,300,59.12,115,143,29.14,3.57,,,,0.98,,,,높은위험,0,0,0,0,100,0,0,0
1623,미래에셋연금차이나배당프리미엄증권자투자신탁 1(주식혼합)종류C-P2,미래에셋자산운용,재간접,2017/08/16,판매,가능,320,299,5.96,327,313,-1.07,-2.59,,,,1.29,,,,보통위험,0,0,0,0,100,0,0,0
1624,삼성누버거버먼글로벌인컴증권자투자신탁UH[채권-재간접형]_C-P,삼성자산운용,재간접,2015/04/30,판매,가능,161,299,13.52,214,320,-0.40,4.53,2.96,,,0.92,0.87,,,보통위험,0,0,0,0,100,0,0,0
1625,베어링독일증권자투자신탁[H](주식-재간접형)ClassC-P,베어링자산운용,재간접,2015/10/28,판매,가능,202,298,32.94,222,274,-10.43,-8.12,0.06,,,1.18,1.12,,,보통위험,0,0,0,0,100,0,0,0
1626,현대인베스트먼트로우프라이스증권투자신탁 1(채권혼합)C-P1,현대인베스트먼트자산운용,혼합채권형,2015/05/07,판매,가능,259,297,14.41,337,350,8.52,1.46,1.06,,,1.24,1.23,,,보통위험,0,0,0,0,100,0,0,0
1627,현대인베스트먼트코스닥포커스증권자투자신탁 1(주식)P1-e,현대인베스트먼트자산운용,주식형,2018/01/04,판매,가능,238,297,26.02,299,330,34.16,-0.05,,,,0.97,,,,높은위험,0,0,0,0,100,0,0,0
1628,교보악사파워글로벌인덱스증권자투자신탁 1(H)[주식혼합-파생형]ClassC-Pe,교보악사자산운용,파생상품,2017/09/15,판매,가능,242,297,24.46,155,195,16.43,6.01,,,,1.02,,,,매우높은위험,0,0,0,0,100,0,0,0
1629,한국투자인덱스플러스증권투자신탁 1(주식-파생형)(C-P),한국투자신탁운용,파생상품,2013/06/21,판매,가능,130,295,39.42,192,340,45.61,8.39,12.96,8.47,,0.97,0.94,0.90,,매우높은위험,0,0,0,0,100,0,0,0
1630,IBK단기국공채증권자투자신탁[채권]종류C-P,아이비케이자산운용,채권형,2016/05/13,판매,가능,285,294,0.97,129,139,2.16,1.99,,,,0.15,,,,낮은위험,0,0,0,0,100,0,0,0
1631,미래에셋차이나H인덱스증권투자신탁 1(주식)종류C-P2,미래에셋자산운용,재간접,2015/09/24,판매,가능,305,294,-9.12,295,341,-10.09,-7.52,0.21,,,1.39,1.35,,,보통위험,0,0,0,0,100,0,0,0
1632,미래에셋이머징마켓리더증권자투자신탁(H)(주식-재간접형)종류C-P,미래에셋자산운용,재간접,2018/02/20,판매,가능,304,294,14.34,420,419,9.91,-1.67,,,,0.90,,,,보통위험,0,0,0,0,100,0,0,0
1633,NH-Amundi모아모아15증권투자신탁[채권혼합]Class C-P1e(연금저축),엔에이치아문디자산운용,혼합채권형,2017/10/25,판매,가능,280,293,2.44,177,191,4.07,2.56,,,,0.35,,,,보통위험,0,0,0,0,100,0,0,0
1634,삼성유럽인덱스증권자투자신탁H[주식]S-P,삼성자산운용,주식형,2017/09/21,판매,가능,254,292,24.03,67,87,3.65,4.03,,,,0.55,,,,높은위험,0,0,0,0,100,0,0,0
1635,미래에셋다이와일본밸류중소형증권자투자신탁 1(H)(주식)종류C-Pe,미래에셋자산운용,재간접,2015/08/17,판매,가능,212,291,-3.76,331,413,-6.20,-22.58,-2.31,,,2.15,2.06,,,보통위험,0,0,0,0,100,0,0,0
1636,미래에셋베트남고배당IPO증권자투자신탁(UH)(주식)종류C-P2,미래에셋자산운용,재간접,2018/08/08,판매,가능,214,291,37.44,205,221,8.64,10.47,,,,1.68,,,,보통위험,0,0,0,0,100,0,0,0
1637,삼성글로벌선진국증권자투자신탁UH[주식]S-P,삼성자산운용,주식형,2017/08/29,판매,가능,193,290,33.10,199,240,1.67,5.83,,,,0.73,,,,높은위험,0,0,0,0,100,0,0,0
1638,신한연금저축POP펀드셀렉션40증권자투자신탁[채권혼합-재간접형](종류C-e),신한자산운용,재간접,2015/08/05,판매,가능,262,289,8.10,145,166,8.33,4.00,3.56,,,0.55,0.54,,,보통위험,0,0,0,0,100,0,0,0
1639,베어링글로벌선순위담보채권증권자투자신탁[H](채권-재간접형)ClassC-Pe,베어링자산운용,재간접,2019/04/02,판매,가능,283,289,10.88,63,65,2.32,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1640,유리힘찬성장주증권자투자신탁[주식]ClassC-P2,유리자산운용,주식형,2020/07/10,판매,가능,254,288,28.48,103,119,0.00,,,,,,,,,높은위험,0,0,0,0,100,0,0,0
1641,삼성픽테글로벌메가트렌드증권자투자신탁H[주식-재간접형]C-Pe,삼성자산운용,재간접,2017/07/24,판매,가능,246,288,19.22,151,181,16.50,6.93,,,,0.73,,,,보통위험,0,0,0,0,100,0,0,0
1642,현대인베스트먼트공모주하이일드증권투자신탁 1(채권혼합)S-P,현대인베스트먼트자산운용,혼합채권형,2018/09/04,판매,가능,266,287,8.08,126,138,10.58,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1643,KB밸류포커스30증권자투자신탁(채권혼합)S-P클래스,케이비자산운용,혼합채권형,2014/04/23,판매,가능,231,286,9.82,258,305,6.53,3.64,1.83,,,0.64,0.65,,,보통위험,0,0,0,0,100,0,0,0
1644,트러스톤공모주알파증권투자신탁[채권혼합]Cp클래스,트러스톤자산운용,혼합채권형,2016/07/27,판매,가능,281,286,2.81,0,0,0.00,,,,,,,,,보통위험,0,0,0,0,100,0,0,0
1645,미래에셋퇴직연금소비성장증권자투자신탁 1(주식)종류C,미래에셋자산운용,재간접,2015/06/15,판매,가능,245,286,31.34,130,154,52.73,9.58,4.20,,,1.07,1.05,,,보통위험,0,0,0,0,100,0,0,0
1646,키움단기국공채코어밸류20증권자투자신탁 1[채권혼합]C-Pe,키움투자자산운용,혼합채권형,2017/11/23,판매,가능,275,285,4.41,202,208,4.58,2.20,,,,0.75,,,,보통위험,0,0,0,0,100,0,0,0
